529,420,0,485,458,INGENIERIA CIVIL EN INFORMATICA - UBB
609,483,608,0,641,|||QUIMICA Y FARMACIA - UACH|
729,715,646,0,661,MEDICINA - UV
493,483,448,0,455,AGRONOMIA (CHILLAN) - UDEC
548,594,514,479,599,NUTRICION Y DIETETICA - UV
596,542,575,0,620,ING. DE EJEC. EN QUIMICA - USACH
672,715,678,541,744,INGENIERIA CIVIL INFORMATICA - UDEC
493,506,0,578,435,TECNICO UNIVERSITARIO EN  INFORMATICA - UTFSM
518,662,0,586,435,|||INGENIERIA EN INFORMATICA C/M EN GESTION DE LA INF. - UPA|
584,594,605,0,682,ENFERMERÍA - UDD
624,563,602,492,622,INGENIERIA COMERCIAL - USACH
557,488,552,504,558,INGENIERIA EN  CONSTRUCCION - ULS
524,552,0,498,558,PERIODISMO - UAI
648,647,642,0,661,INGENIERIA CIVIL QUIMICA - UDEC
677,622,673,0,744,INGENIERIA CIVIL MECANICA - UTFSM
634,552,583,0,517,TECNOLOGO EN CONSTRUCCIONES - USACH
543,605,568,0,561,INGENIERIA CIVIL - UCSC
691,628,663,0,682,GEOLOGIA - UDEC
448,521,0,521,560,TECNOLOGO EN ADMINISTRACION DE PERSONAL - USACH
548,501,499,429,599,KINESIOLOGIA - UDEC
493,641,0,611,560,LIC. EN IDIOMA INGLES Y TITULO PROFESIONAL DE TRADUCTOR INGLES-ESPAÑOL - UDA
548,506,414,0,455,CIENCIA POLÍTICA Y POLÍTICAS PÚBLICAS - UDD
485,472,0,370,641,EDUCACIÓN PARVULARIA - UNAB
584,762,0,678,519,DERECHO - UDEC
573,472,499,0,517,AGRONOMIA - UCM
499,460,431,0,599,INGENIERÍA EN PREVENCIÓN DE RIESGOS Y MEDIOAMBIENTE - UCN
459,527,392,397,496,|||KINESIOLOGIA - UPA|
524,516,473,0,560,ENFERMERIA - UFRO
552,448,492,0,661,ENFERMERIA - UCSC
696,611,667,0,764,INGENIERIA CIVIL - UTFSM
663,641,623,0,496,ENFERMERÍA - UNAB
596,552,548,0,460,PEDAGOGÍA EN MATEMÁTICAS - UAH
613,622,548,0,582,ING. DE EJEC. EN COMPUTACION E INFORMATICA - USACH
609,542,575,0,435,INGENIERÍA CIVIL PLAN COMÚN - UDP
518,477,0,526,558,PERIODISMO - UFRO
469,527,483,551,496,SOCIOLOGIA - UCM
